age,bias-attr,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Probability
25-60,0, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,≤5000,≤40,40-60, United-States, <=50K
25-60,0, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,≤5000,≤40,40-60, United-States, <=50K
25-60,0, Private, Assoc-voc, Divorced, Tech-support, Not-in-family, White, Female,≤5000,≤40,<40, United-States, <=50K
25-60,0, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,≤5000,≤40,>60, United-States, <=50K
25-60,0, Federal-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,≤5000,≤40,<40, Germany, <=50K
25-60,0, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,≤5000,≤40,40-60, United-States, <=50K
25-60,1, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,≤5000,≤40,<40, United-States, >50K
<25,1, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,≤5000,≤40,<40, United-States, >50K
25-60,0, Private, 7th-8th, Widowed, Priv-house-serv, Unmarried, White, Female,≤5000,≤40,<40, United-States, <=50K
<25,0, Self-emp-not-inc, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,≤5000,≤40,40-60, United-States, <=50K
25-60,1, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,≤5000,≤40,40-60, United-States, >50K
<25,0, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,≤5000,≤40,<40, United-States, <=50K
25-60,0, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,≤5000,≤40,<40, United-States, <=50K
25-60,0, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,≤5000,≤40,40-60, United-States, <=50K
25-60,0, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,≤5000,≤40,40-60, United-States, <=50K
25-60,0, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,≤5000,≤40,40-60, United-States, <=50K
